CATEGORY,TYPE,SUBTYPE,PROMPT,DIALOGUE BEFORE,RESPONSE TEXT,DIALOGUE AFTER,SCRIPT NOTES,SCENE
Scene,SceneDialogue,Custom,,"Player Default: Could I stay here and help you, so your work goes faster?",Are you kidding me? The last thing I need is someone else interfering with my work.,,Irritated,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,,"On the other hand, it's becoming obvious that you won't leave me in peace until I agree to assist the Brotherhood.","BoS301Scara: Hmmm... All right, you've got a deal.",Thinking,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,"Player Default: Could I stay here and help you, so your work goes faster?",Are you kidding me? The last thing I need is someone else interfering with my work.,,Irritated,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,,"Look, I'm interested in helping you, I just don't like to leave my experiments incomplete.",Player Default: Maybe this will change your mind.,Concerned,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,"Player Default: It's quite an ingenious little device, but it could use some work.","Hmmm... All right, you've got a deal.",,Thinking,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,,I'll wrap up my collecting trip and meet you at your headquarters.,,Friendly,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,,"Now if you'll excuse me, I still have a few loose ends to tie up before I leave.",,Friendly,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,"NPCFProctorIngram: Well, things are off to a good start... isn't that right, Doctor?","You call this ""a good start?""",,Surprised,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,,This poor thing's memory core was completely corrupted. Haven't you people ever heard of inertial dampeners? Titanium shock casing?,,Irritated,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,,"Sigh. It won't be easy, but I should be able to make a few modifications and get his basic functions online.",,Confident,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,,If you can keep your inept scribes from slowing me down.,"Player Default: Sorry about that, Ingram.",Irritated,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,BoS301Ingram: We've already sent out a few teams to find the rest of the High-Powered Magnets you'll need. They should be back by the time you return.,"Once you start building the actuators we need one for each limb, so you'll need to make a total of four.",,Confident,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,,Good luck.,,Confident,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,"BoS301Li: Now that you know what the actuators are, you need to know how to make them.","All right, Ingram... enough with the school lessons.",BoS301Scara: Here's a list of materials you'll need and the plans to make the actuators.,Sarcastic,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,"BoS301Li: Now that you know what the actuators are, you need to know how to make them.","All right, Ingram... I think he gets the point.",BoS301Scara: Here's a list of materials you'll need and the plans to make the actuators.,Sarcastic,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,BoS301Li: These are the plans and the materials list. Don't lose them.,Here's a list of materials you'll need and the plans to make the actuators.,"BoS301Ingram: Now before you get that look on your face, you'll be happy to know that we have plenty of the raw materials on that list right here at the airport.",Confident,BoS301_07_IngramStage0090
Scene,SceneDialogue,Custom,,NPCFProctorIngram: That's all four actuators... delivered and done. Nice work.,Thank goodness.,,Impressed,BoS301_08_IngramStage0120
Scene,SceneDialogue,Custom,,,"I've finished restoring Prime's basic programming, but trying to explain to him why he can't walk is testing my patience.","BoS301Ingram: Well, as soon as my scribes get those actuators in place, we'll have his arms and legs installed in no time.",Irritated,BoS301_08_IngramStage0120
Scene,SceneDialogue,Custom,,"BoS301Li: Without a fully loaded nuke pack, Prime won't have the firepower to take on the Institute.","Liberty Prime will be effective when we get him fully operational, but he'll lack the proper firepower needed to penetrate the Institute's defenses.",Player Default: She's right.,Irritated,BoS301_08_IngramStage0120
Scene,SceneDialogue,Custom,,NPCFProctorIngram: Looks like the Mark 28's are going to do the trick. That was a good find.,I'll work with your team to make sure that the Mark 28 Nukes remain stable when loaded into his bomb pack.,,Confident,BoS301_11_IngramStage0195
Scene,SceneDialogue,Custom,,,Shouldn't take us more than a day or so.,"BoS301Ingram: Well, Professor, I have to admit, we couldn't have done this without you.",Confident,BoS301_11_IngramStage0195
Scene,SceneDialogue,Custom,,BoS301Li: We haven't fully thrown the switch on Liberty Prime and I'm just hoping all the work I've done to keep his systems stable are going to hold.,"I appreciate the confedence, but I'm still a bit concerned.",,Concerned,BoS301_11_IngramStage0195
Scene,SceneDialogue,Custom,,,We haven't fully thrown the switch on Liberty Prime and I'm just hoping all the work I've done to keep his systems stable is going to hold.,Player Default: I have full confidence in the abilities of everyone here.,Concerned,BoS301_11_IngramStage0195
Miscellaneous,Miscellaneous,Hello,,,We'll get those bombs fitted to Liberty Prime as soon as possible.,,,
Miscellaneous,Miscellaneous,Hello,,,"Hope those bombs get here soon, otherwise Liberty Prime's weapons efficiency will be fairly limited.",,,
Miscellaneous,Miscellaneous,Hello,,,"Proctor Ingram wants to talk to you, better hop to it before she releases the hounds.",,,
Miscellaneous,Miscellaneous,Hello,,,"Shouldn't you be building us some actuators? Prime isn't going to start moving on his own, you know.",,,
Miscellaneous,Miscellaneous,Hello,,,"Let me finish up here, and I'll meet you at the airport.",,,
Miscellaneous,Miscellaneous,Greeting,,,"Excuse me, but this is a private research site. If you're here to study these robots, I'll have to insist you relocate to somewhere else.","Player Default: Actually, I was looking for you.",Irritated,BoS301_05_ScaraStage0060
Scene,SceneDialogue,Custom,,,"Duff, if I've told you once, I've told you a thousand times... stop rearranging my work space. You're driving me crazy.",Duff: Aww. I was trying to surprise you by cleaning it up. I thought you'd be happy.,you and Doctor Duff are a classic odd couple / Irritated,ConvDiamondCityScienceCenter01Scene
Scene,SceneDialogue,Custom,,Duff: Aww. I was trying to surprise you by cleaning it up. I thought you'd be happy.,"Sigh... I'm not mad at you, just frustrated. It might look like a mess, but I have a specific way of organizing everything that I own.","Duff: Oh. Then I'm guessing you won't be happy with how I rearranged our bedroom. Sorry, Professor!",Tired,ConvDiamondCityScienceCenter01Scene
Miscellaneous,Miscellaneous,Hello,,,"Well, don't stand here looking at me. You should be following Liberty Prime.",,Friendly,
Miscellaneous,Miscellaneous,Hello,,,"Make sure Prime gets to the Institute in one piece, or all this was for nothing.",,Concerned,
Miscellaneous,Miscellaneous,Hello,,,"Good luck, Paladin. I hope you return safely.",,Concerned,
Miscellaneous,Miscellaneous,Hello,,,It all comes down to this. Thank you for letting me be a part of it.,,Friendly,
Miscellaneous,Miscellaneous,Hello,,,"There's nothing to worry about, Paladin. Just head up the gantry and plug in the Agitator.",,Friendly,
Scene,SceneDialogue,Custom,,"Duff: You sure you won't help in my next experiment, Professor?",Which one? You always do too many at once. How am I expected to keep track of all of them?,"Duff: I like to organize them by colors! If the compounds are mostly green, it's a green experiment. Mostly blue? Blue experiment.","you and Doctor Duff are a classic odd couple, you like to focus on one thing at a time, she does a thousand things at once / Tired",ConvDiamondCityScienceCenter02Scene
Scene,SceneDialogue,Custom,,"Duff: I like to organize them by colors! If the compounds are mostly green, it's a green experiment. Mostly blue? Blue experiment.",Dare I ask which color of experiment you want help on?,Duff: Magenta.,Puzzled,ConvDiamondCityScienceCenter02Scene
Scene,SceneDialogue,Custom,,DoctorDuff: Professor! I have a new theory how the Institute makes the synths.,"Oh no. We banned talking about this, remember? After last time? The shouting? Me sleeping on the cold floor of the lab for three nights?",DoctorDuff: That was your choice...,Worried,IntroSceneDiamondCityScienceCenterScene
Scene,SceneDialogue,Custom,,DoctorDuff: That was your choice...,"And seriously... growing synths from the ground using recombinant plant nuclei? I mean, how could they even...",DoctorDuff: Ah ha! You do want to talk about it!,"continuing your thought, not listening to Doctor Duff / Irritated",IntroSceneDiamondCityScienceCenterScene
Scene,SceneDialogue,Custom,,DoctorDuff: Ah ha! You do want to talk about it!,"Uh... Oh look! We have a visitor! Doctor Duff, dear, if you could bother them while I walk away from this conversation...",,"just noticing that the player has walked into the Science Center, using this as an opportunity to escape from another argument with Duff / Nervous",IntroSceneDiamondCityScienceCenterScene
