CATEGORY,TYPE,SUBTYPE,PROMPT,DIALOGUE BEFORE,RESPONSE TEXT,DIALOGUE AFTER,SCRIPT NOTES,SCENE
Scene,SceneDialogue,Custom,,,I think I'd have nightmares for the rest of my life.,"LiamBinet: Well, it was nice to meet you.",,DialogueInstituteLiamFirstGreeting
Scene,SceneDialogue,Custom,,"Player Default: Real science should deal in facts, not feelings.",Most people down here would agree with you. My dad's kind of independent in that way.,,,DialogueInstituteLiamFirstGreeting
Scene,SceneDialogue,Custom,,,He's got some different ideas and he's not afraid to say so. I admire him for it.,"LiamBinet: Well, it was nice to meet you.",,DialogueInstituteLiamFirstGreeting
Scene,SceneDialogue,Custom,,"Player Default: I can see both sides, really.",I can understand that.,"LiamBinet: Well, it was nice to meet you.",,DialogueInstituteLiamFirstGreeting
Scene,SceneDialogue,Custom,,Player Default: What do you think?,"I think he's right. If we're going to make a better future, it should be a future where people care about each other.","LiamBinet: Well, it was nice to meet you.",,DialogueInstituteLiamFirstGreeting
Scene,SceneDialogue,Custom,,Player Default: I think I'd have nightmares for the rest of my life.,"Well, it was nice to meet you.",,,DialogueInstituteLiamFirstGreeting
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,"It's alright, I'm used to being ignored.",,Disappointed.,
Miscellaneous,Miscellaneous,Greeting,,,Maybe you could help me with something.,"LiamBinet: I'm not allowed to leave the Institute, but I'm really curious about the Commonwealth.","Casual, friendly",DialogueInstituteLiamFirstGreeting
Miscellaneous,Miscellaneous,Hello,,,Why can't a synth be a person too? I don't really see the difference.,,Compassion,
Miscellaneous,Miscellaneous,Hello,,,Dad says I'm as good as he is with computers.,,Proud,
Miscellaneous,Miscellaneous,Hello,,,"I'm trying to learn chess, but the computer always beats me.",,"Sheepish admission, but with a smile",
Miscellaneous,Miscellaneous,Hello,,,"The Coursers give me the creeps, you know? They seem, I don't know, cold.",,Confiding in a friend,
Scene,SceneDialogue,Custom,,Liam: I want to frame Justin Ayo.,"Ever since Doctor Zimmer left, he's been out of control.",,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,He and his Coursers have been pushing people around and threatening them to get what he wants.,,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"When he came after my dad, that was the last straw.","Player Default: If he's as bad as you say, then he needs to go.",,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: Think of all the synths I could help then!,I guess there's only one thing left to do. I'll tell my dad about how I think Justin Ayo's been secretly freeing the synths.,,Conspiratorial,InstM02Scene4LiamFinish
Scene,SceneDialogue,Custom,,,"I've got a motive for him, too. The way I see it, it's a play to make sure everyone depends on the SRB.","Liam: I said I'd give you my spare glasses, and here they are. Thanks again for your help!",SinisterSmile,InstM02Scene4LiamFinish
Scene,SceneDialogue,Custom,,Player Default: I'm investigating synth escapes.,I already told Justin Ayo that my dad has nothing to do with that.,,Irritated,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,I guess he didn't believe me so he sent you instead. That guy's a real jerk.,"Liam: Listen, I know what Justin Ayo believes, but he's wrong. My dad's not helping synths get away.",Angry,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,Player Default: I'm here to prove that your father is helping synths escape.,No he's not! First that Ayo guy tries to accuse him and now you.,,Angry,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,"Everyone's trying to blame my dad, but he didn't do it.","Liam: Listen, I know what Justin Ayo believes, but he's wrong. My dad's not helping synths get away.",Worried,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,"Player Default: Oh, just looking around.","Aw, come on, you're not going to fool me that easily.",,,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,"You're here for a reason, I can tell. So what is it?",Player Default: I'm investigating synth escapes.,Suspicious,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,Player Default: Know anything about a remote computer access?,"Um... no, I don't know anything about that.",,Concerned,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,"Why would you ask... oh, I know what this is about.","Liam: Listen, I know what Justin Ayo believes, but he's wrong. My dad's not helping synths get away.",Puzzled,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,Player Default: I guess he didn't believe me so he sent you instead. That guy's a real jerk.,"Listen, I know what Justin Ayo believes, but he's wrong. My dad's not helping synths get away.",,Pleading,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,I guess he could get into real trouble if they decide he's guilty anyway.,"Player Default: If your father is innocent, then there's nothing to worry about.",Worried,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,"Player Default: Maybe. Your father is important, but so are the synths.","Yeah, that's what everyone keeps saying. It's like the synths are more important than people.",Liam: I wish everyone would just leave my dad alone.,Concerned,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,Player Default: Do you know anything that might help me prove his innocence?,I don't know anything that would help. I wish I did.,Liam: I wish everyone would just leave my dad alone.,"Conflicted, worried / Worried",InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,"Player Default: Yeah, that's what everyone keeps saying. It's like the synths are more important than people.",I wish everyone would just leave my dad alone.,,Angry,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,"I mean, why is it such a big deal if a few synths escape? We have more than enough here.","Player Default: Liam, I can only help if you're honest with me.",Angry,InstM02Scene3LiamInvestigate
Miscellaneous,Miscellaneous,SharedInfo,,"Player Default: Liam, I can only help if you're honest with me.","I already told you., I don't know anything about it.","Liam: I guess I'll get out of your way, then.",Defiant / Irritated,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,Player Default: That's not the point. It's a matter of trust and loyalty.,My father's been loyal to the Institute every day of his life. Anyone who questions that is a fool.,"Liam: I guess I'll get out of your way, then.",Angry,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,Player Default: Is there anyone else who might want to help the synth?,"I don't know. You figure it out. Just leave my dad out of it, okay?","Liam: I guess I'll get out of your way, then.",Angry / Angry,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,"Player Default: I already told you., I don't know anything about it.","I guess I'll get out of your way, then.",,Irritated,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,I wouldn't want to interfere with your stupid investigation.,,Resentful / Irritated,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,PlayerVoiceFemale01: You're the one helping synths escape. Why?,"So, you figured it out. Nice work. Nobody else down here could. I'm not surprised it took someone from outside.",,"Impressed, a little cocky / Impressed",InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"At first I just wanted to see if I could get away with it. It was a challenge, you know?",,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"But then I realized the synths are really just like us, except without any freedom.",,Concerned,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"I decided to help the ones that wanted to escape, so they can have a better life.","Player Default: Down here, they're no better than servants. At least on the surface, they'll be free.",,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,"Player Default: Down here, they're no better than servants. At least on the surface, they'll be free.",That's all I've ever wanted for them.,"Liam: Look, now that you know, you have a choice to make. You could tell Justin, but I have a proposal for you.",,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: A better life? It's a living hell up there.,"I'm not forcing them to leave, I'm just, you know, giving them an opportunity.",,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"If they take it, they have to face the same risks as everyone else on the surface, but at least they'll be free.","Liam: Look, now that you know, you have a choice to make. You could tell Justin, but I have a proposal for you.",,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: You should know that Eve is dead. She died trying to protect you.,"Oh no... no. I'm so sorry. I had no idea she's grown that attached, or cared that much.",,"Sadness, shock / Surprised",InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"I swear, I didn't mean for that to happen. She was a good person, I promise. She really seemed to love us.","Liam: Look, now that you know, you have a choice to make. You could tell Justin, but I have a proposal for you.",Sad,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: You should know that Eve is dead. She died trying to protect you.,"What?! I didn't think she cared that much about us, not enough to hurt someone.",,Shocked / Surprised,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"I'm sorry. I'm really sorry. I've made a terrible mistake. I didn't mean for that to happen, I swear.","Liam: Look, now that you know, you have a choice to make. You could tell Justin, but I have a proposal for you.",Contrite / Apologetic,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: What happens to the synths you free?,"I like to think they go on to live better lives. I hope so, anyway.","Liam: Look, now that you know, you have a choice to make. You could tell Justin, but I have a proposal for you.",Sad,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: That's all I've ever wanted for them.,"Look, now that you know, you have a choice to make. You could tell Justin, but I have a proposal for you.",,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,I want to frame Justin Ayo.,,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,"Player Default: If he's as bad as you say, then he needs to go.",I know just what to do.,,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,Go to Justin's quarters and disable the security safeguards on his private terminal.,,Conspiratorial,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,I'll remotely plant evidence on it that'll make it look like he's the one helping the synths.,,Conspiratorial,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,Then it's bye-bye Justin Ayo.,,SinisterSmile,InstM02Scene4LiamConfession
Miscellaneous,Miscellaneous,SharedInfo,,"Player Default: Nice try kid, but that's not happening.","Well, I guess that's it for me, then. At least now I can prove my dad is innocent.",,Sad,InstM02Scene4LiamConfession
Miscellaneous,Miscellaneous,SharedInfo,,,"And don't worry, I won't try to run. I wouldn't know where to go anyway.",,Sad,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: Maybe if you offered me the right incentive...,"Well, I guess I could part with my spare glasses. My dad always says they make me look smarter.",,Mulling it over / Thinking,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"Help me frame Justin, and they're yours.","Player Default: If he's as bad as you say, then he needs to go.",Confident,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: Maybe if you offered me the right incentive...,"I don't have anything to give you, honest. I wish I did.",,Worried,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,"But think of all the synths you'll be helping! You'd do it for them, right?","Player Default: If he's as bad as you say, then he needs to go.",Grateful,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,Player Default: Would that really solve anything? Who would take Justin's place if he were gone.,"Alana Secord. She's honest, fair and good at what she does.",,,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,,She'll make a great acting director for the SRB.,"Player Default: If he's as bad as you say, then he needs to go.",,InstM02Scene4LiamConfession
Scene,SceneDialogue,Custom,,PlayerVoiceFemale01: I disabled the safeguards.,"Way ahead of you. I've already accessed the terminal and planted the evidence. Pretty good, huh?","Player Default: You're a natural, kid.",Confident,InstM02Scene4LiamFinish
Scene,SceneDialogue,Custom,,"Player Default: You're a natural, kid.",Yep. Maybe one day I'll even be head of the Robotics division.,,NO RE-RECORD NEEDED - Just fixed a capitalization error / Amused,InstM02Scene4LiamFinish
Scene,SceneDialogue,Custom,,,Think of all the synths I could help then!,Liam: I guess there's only one thing left to do. I'll tell my dad about how I think Justin Ayo's been secretly freeing the synths.,Happy,InstM02Scene4LiamFinish
Miscellaneous,Miscellaneous,SharedInfo,,Player Default: It's nothing special.,"Well, maybe every kid was a computer genius back in your time, but it's pretty rare now.",Liam: I guess there's only one thing left to do. I'll tell my dad about how I think Justin Ayo's been secretly freeing the synths.,Defiant,InstM02Scene4LiamFinish
Scene,SceneDialogue,Custom,,"Liam: I've got a motive for him, too. The way I see it, it's a play to make sure everyone depends on the SRB.","I said I'd give you my spare glasses, and here they are. Thanks again for your help!",,Friendly,InstM02Scene4LiamFinish
Scene,SceneDialogue,Custom,,"Liam: I've got a motive for him, too. The way I see it, it's a play to make sure everyone depends on the SRB.","Thanks again for your help. a lot of people will be happier with Justin Ayo out of the way, especially my dad.",,Friendly,InstM02Scene4LiamFinish
Miscellaneous,Miscellaneous,Hello,,,I didn't think I'd get my dad into so much trouble. I should have thought of that.,,,
Miscellaneous,Miscellaneous,Hello,,,"Everyone thinks of the synths as machines, but they sure seem like people to me.",,,
Miscellaneous,Miscellaneous,Hello,,,I bet the free synths are happier than the ones down here.,,,
Miscellaneous,Miscellaneous,Hello,,,Ayo should never have gone after my father.,,,
Miscellaneous,Miscellaneous,Hello,,,I wish I could be there to see the look on Justin Ayo's face when he's the one who gets blamed for the escaped synths.,,,
Miscellaneous,Miscellaneous,Hello,,,Don't know if we'll see each other again.,,Morose,
Miscellaneous,Miscellaneous,Hello,,,Can't believe you sided with Justin.,,Morose,
Miscellaneous,Miscellaneous,Hello,,,Guess the idea of synths being free isn't for everyone.,,Morose,
Miscellaneous,Miscellaneous,Hello,,,"So Justin wins, all thanks to you. Unbelievable.",,Morose,
Miscellaneous,Miscellaneous,SharedInfo,,,I... I do know something. I did it. I'm the one who's helping the synths.,,A reluctant confession. Draw this out a bit. / Apologetic,
Miscellaneous,Miscellaneous,Greeting,,,"Oh, it's you again. What are you doing here?",Player Default: I'm investigating synth escapes.,,InstM02Scene3LiamInvestigate
Miscellaneous,Miscellaneous,Greeting,,,"Hey, you're that new guy, the one from the vault. What are you doing here?",Player Default: I'm investigating synth escapes.,,InstM02Scene3LiamInvestigate
Scene,SceneDialogue,Custom,,,Probably best to talk about something else right now.,Patriot: You know my Father thinks it's a living hell on the surface.,,RR201_Ambient_LiamWalk
Scene,SceneDialogue,Custom,,Patriot: Probably best to talk about something else right now.,You know my Father thinks it's a living hell on the surface.,"Patriot: But that can't be right. Heck, you look positively normal to me.",,RR201_Ambient_LiamWalk
Scene,SceneDialogue,Custom,,Patriot: You know my Father thinks it's a living hell on the surface.,"But that can't be right. Heck, you look positively normal to me.","Patriot: Uh, no offense.",,RR201_Ambient_LiamWalk
Scene,SceneDialogue,Custom,,"Patriot: But that can't be right. Heck, you look positively normal to me.","Uh, no offense.",Patriot: I'm not sure if we could ever make the surface actually a decent place to live.,,RR201_Ambient_LiamWalk
Scene,SceneDialogue,Custom,,"Patriot: Uh, no offense.",I'm not sure if we could ever make the surface actually a decent place to live.,"Patriot: But that doesn't mean we shouldn't at least try to help, you know?",,RR201_Ambient_LiamWalk
Scene,SceneDialogue,Custom,,Patriot: I'm not sure if we could ever make the surface actually a decent place to live.,"But that doesn't mean we shouldn't at least try to help, you know?",,,RR201_Ambient_LiamWalk
Scene,SceneDialogue,Custom,,"Player Default: So much to take in. But, wait.","With you in the picture, I have this idea. To rescue a lot of synths at once.","Patriot: But we'll need help. Where's he working now? Right, let's go to the West Atrium.",Excited / Friendly,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,"Patriot: With you in the picture, I have this idea. To rescue a lot of synths at once.","But we'll need help. Where's he working now? Right, let's go to the West Atrium.",,"Thinking aloud, then springing into action / Friendly",RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: The Railroad sent me to look for someone they call Patriot. That's you.,What? The Railroad? As in the Railroad?,"Patriot: And they gave me a code name, too?",Shocked / Surprised,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Patriot: What? The Railroad? As in the Railroad?,"And they gave me a code name, too?",Patriot: I kept sending synths to the surface hoping someone would help them.,"Blown away, sooo cool / Surprised",RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,Z1-14. It's me.,Z1-14: Sir. Do you require something?,Whispered / Conspiratorial,RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,Z1-14: Sir. Do you require something?,"It's OK, Z1. He's a friend. He's with the Railroad.",Z1-14: Meeting here is dangerous. And you bring a stranger.,"Whispered, vouching for PC / Friendly",RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,Z1-14: Sir. Do you require something?,"It's OK, Z1. She's a friend. She's with the Railroad.",Z1-14: Meeting here is dangerous. And you bring a stranger.,Friendly,RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,"Z1-14: I've never met another human willing to help... But, sir, we must make this quick.","Right now, how many synths want to escape, Z1?",Z1-14: The ones I know for certain. Thirteen.,"Whispered, urgent",RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,Z1-14: The ones I know for certain. Thirteen.,That'll take forever. Let's free those thirteen all in one go.,Z1-14: I would do anything for my people. But how do we get them to the teleporter?,"Whispered, impatient, then reckless",RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,Z1-14: The old maintenance tunnels that lead there are always sealed. By the SRB.,"If I can find a way to open those doors, could you get your synths to the teleporter room?",Z1-14: Yes. We'll talk later. Someplace more secure.,"Whispered, intense / Conspiratorial",RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,Player Default: I... I thought only Mr. Binet cared. But your friends actually fight for us?,"That's what the Railroad does, Z1. He's from the surface.","Z1-14: I've never met another human willing to help... But, sir, we must make this quick.","Whispered, vouching for the PC / Pleading",RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,Player Default: I... I thought only Mr. Binet cared. But your friends actually fight for us?,"That's what the Railroad does, Z1. She's from the surface.","Z1-14: I've never met another human willing to help... But, sir, we must make this quick.",Pleading,RR201_0350_MeetZ1
Miscellaneous,Miscellaneous,SharedInfo,,"Player Default: Excuse me, I must focus on my duties.",He's not from here. He's been helping our synths escape on the surface. It's safe.,"Z1-14: I've never met another human willing to help... But, sir, we must make this quick.","Whispering, emphatically vouching for the PC",RR201_0350_MeetZ1
Miscellaneous,Miscellaneous,SharedInfo,,"Player Default: Excuse me, I must focus on my duties.",She's not from here. She's been helping our synths escape on the surface. It's safe.,"Z1-14: I've never met another human willing to help... But, sir, we must make this quick.",,RR201_0350_MeetZ1
Scene,SceneDialogue,Custom,,"NPCMLiamBinet: Just a few high security doors, right?",Controlled by cutting-edge SRB security tech. Yeah. A head on hack is the sucker play. So we go at them sideways.,"Patriot: You're willing to help, right? I can't do this alone.","Nervous at the beginning, then reveals he's clever / Nervous",RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Patriot: Controlled by cutting-edge SRB security tech. Yeah. A head on hack is the sucker play. So we go at them sideways.,"You're willing to help, right? I can't do this alone.",Player Default: Of course I'll help you.,"Assumes the player will help, excited / Nervous",RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Player Default: I won't help you.,"If you want to free synths, a lot of them, come back here and we'll talk.",Patriot: Our core security architecture hasn't fundamentally changed from the old CIT days.,A little disappointed,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,"Player Default: If you want to free synths, a lot of them, come back here and we'll talk.",Our core security architecture hasn't fundamentally changed from the old CIT days.,Patriot: The original security program was called Code Defender. Revolutionary stuff. We still have terminals running version 1 mothballed in storage.,Geeking out,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Patriot: Our core security architecture hasn't fundamentally changed from the old CIT days.,The original security program was called Code Defender. Revolutionary stuff. We still have terminals running version 1 mothballed in storage.,"Patriot: With some persuasion, I can get an old terminal to interface with the new security terminals. Enough to open doors, at least.","Geeking out, Code Defender is really incredible",RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Patriot: The original security program was called Code Defender. Revolutionary stuff. We still have terminals running version 1 mothballed in storage.,"With some persuasion, I can get an old terminal to interface with the new security terminals. Enough to open doors, at least.","Patriot: Problem is I can't even crack version 1. So I need a good old fashion username and password, and that's nowhere to be found in the Institute.","Impressed with himself, has to make an asterisk at the last bit / Amused",RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,"Patriot: With some persuasion, I can get an old terminal to interface with the new security terminals. Enough to open doors, at least.","Problem is I can't even crack version 1. So I need a good old fashion username and password, and that's nowhere to be found in the Institute.",,"Hesitant, humorous admission - then excited at outsmarting everyone / Nervous",RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,,"But if you could get me a pre-war admin password from the surface, I could log right in.",Player Default: I'll find it for you.,Nervous,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Player Default: I'll find it for you.,"That's great. Unfortunately, the obvious place to look won't work.",Patriot: The CIT Ruins were picked clean years ago. But some of the admins had to live off campus.,"Excited, then deflates a little / Nervous",RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Player Default: Sounds like a hare-brained scheme.,I've been probing SRB security for years. It'll work. But finding a password won't be easy.,Patriot: The CIT Ruins were picked clean years ago. But some of the admins had to live off campus.,"Defensive, confident - then deflates / Nervous",RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,"Player Default: Your ""plan"" makes me nervous.",Z1 and I have been working on elements of this for years. The doors are the only thing stopping us.,,Defensive,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,,But finding the password is going to be tricky. The obvious place won't work.,Patriot: The CIT Ruins were picked clean years ago. But some of the admins had to live off campus.,Deflates a little,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Player Default: Where would I find that?,"Unfortunately, I don't know. The obvious place won't work.",Patriot: The CIT Ruins were picked clean years ago. But some of the admins had to live off campus.,A little nervous,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,"Player Default: That's great. Unfortunately, the obvious place to look won't work.",The CIT Ruins were picked clean years ago. But some of the admins had to live off campus.,Patriot: Ask your friends in the Railroad. I need those login credentials.,Builds up optimism,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,Patriot: The CIT Ruins were picked clean years ago. But some of the admins had to live off campus.,Ask your friends in the Railroad. I need those login credentials.,,A little urgent,RR201_0375_GetCodeDefender
Scene,SceneDialogue,Custom,,NPCMLiamBinet: Hey. It's me. So you're the one who sent the encrypted message.,"How did you even do that? I wasn't sure anyone on the surface would have a chance to crack Trinity. You know, the encryption algorithm.",Player Default: A friend named Tinker Tom cracked your encryption.,"Nervous, but really curious",RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: A friend named Tinker Tom cracked your encryption.,He must've had some serious hardware to pull that off. Wow.,"Patriot: Your message was only one word: ""Friend"". What did you mean by that?",Impressed / Impressed,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: I'm not sure I should trust you.,"You're worried about me? If the SRB cracked Trinity, man...","Patriot: Your message was only one word: ""Friend"". What did you mean by that?","Taken aback, then nervous / Nervous",RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: Who are you?,I'm Liam Binet. My father runs Synth Development.,,"Confiding, still nervous",RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,And everyone knows who you are.,Player Default: A friend named Tinker Tom cracked your encryption.,Impressed,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: Trinity? What's that?,"Trinity is an encryption system, with a cipher or key cut up into many pieces.",,Nerd geeking out about something,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,"You need several pieces, in the correct order, to unlock it.",,Nerd geeking out about something,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,"I put a Trinity piece with every synth I helped escape. It was long shot, but I was hoping some good Samaritan would connect it all together.",Player Default: A friend named Tinker Tom cracked your encryption.,Impressed,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: He must've had some serious hardware to pull that off. Wow.,"Your message was only one word: ""Friend"". What did you mean by that?",Player Default: The Railroad sent me to look for someone they call Patriot. That's you.,Cagey / Nervous,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: What do you think?,"At the very least, I'm hoping it means you won't turn me in.",,Nervous joke,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,"But you really are a friend, aren't you?",Player Default: The Railroad sent me to look for someone they call Patriot. That's you.,"Hopeful, but has faith",RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,"Patriot: And they gave me a code name, too?",I kept sending synths to the surface hoping someone would help them.,,Explaining,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,"I hoped the Railroad got to some of them, but I never knew for certain.",Player Default: You've saved a lot of synths.,Still blown away,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: You've saved a lot of synths.,"So much to take in. But, wait.","Patriot: With you in the picture, I have this idea. To rescue a lot of synths at once.",Has a great idea,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,"Player Default: If you met them, trust me, you wouldn't be that impressed.",They've eluded the SRB for decades. They've got to be incredible.,"Patriot: With you in the picture, I have this idea. To rescue a lot of synths at once.","Undeterred, blown away",RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: Why are you helping synths?,"At first I just wanted to see if I could get away with it. It was a challenge, you know?",,Hacking challenge junky,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,"But then I realized the synths are really just like us, except without any freedom.",,Sheepishly idealistic,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,,"I decided to help the ones that wanted to escape, so they can have a better life.",Player Default: You've saved a lot of synths.,Sheepishly idealistic,RR201_0300_LiamMeeting
Scene,SceneDialogue,Custom,,Player Default: How did you help synths escape?,"Through hacking. The departments focus their best talent on the hard science. Why waste time on terminal security, right?",,Having a laugh at the stupid authorities,RR201_0300_LiamMeeting
