CATEGORY,TYPE,SUBTYPE,PROMPT,DIALOGUE BEFORE,RESPONSE TEXT,DIALOGUE AFTER,SCRIPT NOTES,SCENE
Scene,SceneDialogue,Custom,,,Not to mention the state of the Vault. Upkeep's got people working round the clock these days. Even me!,,Friendly / Friendly,Vault81MariaSell
Scene,SceneDialogue,Custom,,,"If people are going to be up all night working, they'll need a good meal to keep them going.",Player Default: Let's see what you've got.,Reflective / Neutral,Vault81MariaSell
Scene,SceneDialogue,Custom,,Player Default: Nice place you have here.,"Why thank you. Mark and I try to keep her tidy. The Sunshine Diner, we call her.","MariaSummerset: If you need any food for the road, or just feeling hungry, you let me know.",Friendly / Friendly,Vault81MariaGreet
Scene,SceneDialogue,Custom,,Player Default: Nice place you have here.,"Why thank you. I try to keep her tidy. The Sunshine Diner, I call her.","MariaSummerset: If you need any food for the road, or just feeling hungry, you let me know.",Friendly / Friendly,Vault81MariaGreet
Scene,SceneDialogue,Custom,,"Player Default: Whatever, lady.",You Commonwealth folk and your manners. I tell ya. You're like a different breed.,"MariaSummerset: If you need any food for the road, or just feeling hungry, you let me know.",Amused at the player's rudeness... She's too old to care. / Amused,Vault81MariaGreet
Scene,SceneDialogue,Custom,,"Player Default: Yeah, I imagine we break up your routine a little bit.",And a welcome break it is.,"MariaSummerset: If you need any food for the road, or just feeling hungry, you let me know.",Friendly / Friendly,Vault81MariaGreet
Scene,SceneDialogue,Custom,,Player Default: Who's Gwen?,"Oh, Gwen's the Overseer, but I could never get used to calling her that. I've known that girl since she was in diapers.","MariaSummerset: If you need any food for the road, or just feeling hungry, you let me know.",Friendly / Friendly,Vault81MariaGreet
Miscellaneous,Miscellaneous,Greeting,,,You must be that new traveler Gwen let in. It's always nice to see a new face around here.,Player Default: Nice place you have here.,Friendly / Friendly,Vault81MariaGreet
Miscellaneous,Miscellaneous,Greeting,,,"Good to see that little boy up and about again. Heard you really made an impression on the Vault, too. So what can I get for our new hero?",Player Default: Let's see what you've got.,Friendly. / Friendly,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,"Heard you didn't make quite the impression Gwen had hoped for. But she'll handle it. She's a strong woman. Now, what can I get you today?",Player Default: Let's see what you've got.,Gossiping / Neutral,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,"Hard to keep my mind on business with that little boy sick. If you need anything, just let me know.",Player Default: Let's see what you've got.,Worried about a little boy being sick. / Worried,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,Not everyday I get a customer in Power Armor. What can I get you?,Player Default: Let's see what you've got.,Amused / Amused,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,"Hungry, dear? I'm sure I have something that'll fill you up.",Player Default: Let's see what you've got.,Friendly / Friendly,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,"What'll it be, sweetie?",Player Default: Let's see what you've got.,Friendly / Friendly,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,What can I get you today?,Player Default: Let's see what you've got.,Friendly / Friendly,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,"If you're heading back out into the Commonwealth, I expect you to do so on a full stomach.",Player Default: Let's see what you've got.,Friendly / Friendly,Vault81MariaSell
Miscellaneous,Miscellaneous,Greeting,,,Looking for a meal? Or just a quick snack?,Player Default: Let's see what you've got.,Friendly / Friendly,Vault81MariaSell
Miscellaneous,Miscellaneous,Hello,,,"If you want a good meal, stop by the Sunshine Diner come morning.",,Friendly / Friendly,
Miscellaneous,Miscellaneous,Hello,,,Glad the day's over with. These old bones need a good rest.,,"Friendly, relieved. / Friendly",
Miscellaneous,Miscellaneous,Hello,,,Good to be out from behind that counter.,,Friendly / Friendly,
Miscellaneous,Miscellaneous,Hello,,,Busy day today. Might have to look into requesting more supplies soon.,,Friendly / Friendly,
Miscellaneous,Miscellaneous,Hello,,,Let me catch my breath. I ain't as young as I used to be.,,Worried,
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,Well?,,,
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,"Cat got your tongue, dear?",,"Friendly, waiting for player to respond. / Friendly",
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,Did you say something? My hearing's not the best.,,"Friendly, waiting for player to respond. / Friendly",
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,Don't take all day now.,,"Friendly, amused, waiting for player to respond. / Friendly",
Scene,SceneDialogue,Custom,,Player Default: I like it here.,"I'll save you a slice of pie, Austin.","Austin: Next stop, Horatio.",Friendly,TourDinerScene
Scene,SceneDialogue,Custom,,Austin: The Summersets are nice though. You'll like them.,"Hello, Austin. I see you're showing our guest from the Commonwealth around.","Austin: Yes, ma'am.",Friendly,TourDinerScene
Scene,SceneDialogue,Custom,,,"Tina, I'm so sorry about Bobby, honey.","Tina: I miss him, Maria. He messed up, and I hate him for it... but I miss him.",Sympathetic / Apologetic,V81_Conv_Tina_Maria_01_Scene
Scene,SceneDialogue,Custom,,"Tina: I miss him, Maria. He messed up, and I hate him for it... but I miss him.","I know you do, dear. Let me get you something to eat. It might make you feel better.","Tina: No thanks, Maria. Maybe later.",Sympathetic / Apologetic,V81_Conv_Tina_Maria_01_Scene
