CATEGORY,TYPE,SUBTYPE,PROMPT,DIALOGUE BEFORE,RESPONSE TEXT,DIALOGUE AFTER,SCRIPT NOTES,SCENE
Scene,SceneDialogue,Custom,,Player Default: I'm trying to help her. Do you know where she is or not?,I don't consider it polite to gossip to any stranger who wanders into the club.,,Neutral,MS09Mission2MagnoliaScene
Scene,SceneDialogue,Custom,,,"Now, if you'll excuse me...",,dismissively / Neutral,MS09Mission2MagnoliaScene
Scene,SceneDialogue,Custom,,Player Default: Her family hired me to find out what happened to her.,"Well, I suppose it won't hurt to tell you.",Player Default: Please tell me what you know.,Thinking,MS09Mission2MagnoliaScene
Scene,SceneDialogue,Custom,,Player Default: Her family hired me to find out what happened to her.,"Sorry, I really couldn't say.",,Neutral,MS09Mission2MagnoliaScene
Scene,SceneDialogue,Custom,,,Ham! Will you come over here a minute?,"Ham: Is there a problem, Miss Magnolia?",shouting. Ham is upstairs / Friendly,MS09Mission2MagnoliaHamScene
Scene,SceneDialogue,Custom,,"Ham: Is there a problem, Miss Magnolia?","Oh, no. This fine gentleman here was just looking for Emogene. Do you happen to know where that preacher fellow came from?",Ham: Brother Thomas?,Friendly,MS09Mission2MagnoliaHamScene
Scene,SceneDialogue,Custom,,"Ham: Is there a problem, Miss Magnolia?","Oh, no. This lady here was just looking for Emogene. Do you happen to know where that preacher fellow came from?",Ham: Brother Thomas?,Friendly,MS09Mission2MagnoliaHamScene
Scene,SceneDialogue,Custom,,Ham: Brother Thomas?,"Yes, that's right. The one Emogene was always hanging on.","Ham: Had to throw him out. Wouldn't stop bothering the customers with that ""salvation"" racket...",Relieved,MS09Mission2MagnoliaHamScene
Scene,SceneDialogue,Custom,,"Ham: Here, I kept one of them. Just in case he didn't pay his bar tab.","Thanks, honey. You were a big help.","Ham: Anything for you, miss...",Grateful,MS09Mission2MagnoliaHamScene
Scene,SceneDialogue,Custom,,"Ham: Anything for you, miss...",I hope Emogene's all right. I didn't much like the idea of her going off with that preacher fellow.,,Worried,MS09Mission2MagnoliaHamScene
Miscellaneous,Miscellaneous,Hello,,,I hope you find Emogene.,,Concerned,
Miscellaneous,Miscellaneous,Hello,,,I assume we have you to thank for Emogene's safe return.,,Grateful,
Miscellaneous,Miscellaneous,Hello,,,I'm glad you managed to find Emogene. That girl needs looking after.,,Friendly,
Scene,SceneDialogue,Custom,,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,"Ah, of course. It's those powerful muscles of yours. My... I could get used to looking at those.",Magnolia: So what brings a man like you to my part of town?,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,"It's your eyes. Quick and... intense. I bet you never miss a detail, hmm? *chuckle* Like what you see?",Magnolia: So what brings a man like you to my part of town?,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,"You're a survivor, aren't you? I bet the whole world could stand in your way, and you'd just keep going.",Magnolia: So what brings a man like you to my part of town?,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,Hmm... I think I know a fellow performer when I see one. Good with your words? Know just the right thing to say at the right time?,Magnolia: So what brings a man like you to my part of town?,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,"Ah, that's it. You have that ""I'm the smartest one here and I know it"" posture. There's something so irresistible about intelligence, don't you think?",Magnolia: So what brings a man like you to my part of town?,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,"Huh. It's your hands. They move even when you aren't thinking, right? Quick on the draw? *chuckle*",Magnolia: So what brings a man like you to my part of town?,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,You've got the cocky smirk of a gambler. *chuckle* I can relate. Lady Luck is probably my second favorite lover.,Magnolia: So what brings a man like you to my part of town?,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,"Magnolia: Oh, thank you! A girl tries her best. *chuckle*",Now there's something special about you isn't there? Don't tell me. Let me guess...,"Magnolia: Ah, of course. It's those powerful muscles of yours. My... I could get used to looking at those.",looking the player over. assessing him/her / Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,"Magnolia: Ah, of course. It's those powerful muscles of yours. My... I could get used to looking at those.",So what brings a man like you to my part of town?,Player Default: I came here for the music.,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,"Magnolia: Ah, of course. It's those powerful muscles of yours. My... I could get used to looking at those.",So what brings a woman like you to my part of town?,Player Default: I came here for the music.,Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: I came here for the music.,Flatterer. I think you and I are going to get along.,"Magnolia: So, it's my turn to answer questions, right? What can I do for you?",Flirting,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: I came here for the music.,"So you came for music, but you don't like jazz? *chuckle* I like you. I think we're going to get along.","Magnolia: So, it's my turn to answer questions, right? What can I do for you?",player said he didn't like jazz previously / Puzzled,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: I came here for a strong whiskey.,*chuckle* Charlie will be happy to hear that. I think you and I are going to get along just fine.,"Magnolia: So, it's my turn to answer questions, right? What can I do for you?",Happy,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,"Player Default: Oh, I woke up here. Just me, my underwear, and regret.",*laugh* Now that sounds like the beginning of a great song. I think you and I are going to get along.,"Magnolia: So, it's my turn to answer questions, right? What can I do for you?",Happy,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: What do you think?,"We're all just here trying to forget something, aren't we? *chuckle* I think you and I are going to get along.","Magnolia: So, it's my turn to answer questions, right? What can I do for you?",,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: Flatterer. I think you and I are going to get along.,"So, it's my turn to answer questions, right? What can I do for you?",Player Default: I wouldn't mind hearing another song.,Friendly,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,,I haven't been out on the town in... too long. Thank you.,,talking to the player after the date / Happy,MagnoliaGreetScene03
Scene,SceneDialogue,Custom,,,"I'm afraid my first love is always going to be the stage, though. I hope you understand. I just... can't get too attached...",,letting the player down gently / Sad,MagnoliaGreetScene03
Scene,SceneDialogue,Custom,,,"See you around Goodneighbor. When I'm up there singing, I'll be thinking of you.",,Sad,MagnoliaGreetScene03
Scene,SceneDialogue,Custom,,Player Default: I loved the song. It was perfect.,"Oh, thank you! A girl tries her best. *chuckle*",Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,gracious / Friendly,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: I'm not a big fan of jazz.,Shame... but that's all I ever sing here. Goodneighbor inspires a certain kind of music.,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,Friendly,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: I just wanted to talk to you.,I thought that's what we were doing. *chuckle*,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,Friendly,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: I've never heard that song before. Who wrote it?,I did. Everything I sing is an original.,Magnolia: Now there's something special about you isn't there? Don't tell me. Let me guess...,Friendly,MagnoliaGreetScene
Scene,SceneDialogue,Custom,,Player Default: I wouldn't mind hearing another song.,A good musician listens to her audience. How about this one?,,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I wouldn't mind hearing another song.,All right. I can try another tune for you...,,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I wouldn't mind hearing another song.,The audience is always right...,,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: Nothing. I'll leave you to it.,Don't be a stranger...,,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: Nothing. I'll leave you to it.,Oh? Okay...,,Puzzled,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: Nothing. I'll leave you to it.,"Well, you know where to find me...",,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: Nothing. I'll leave you to it.,Hmm... okay...,,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: Nothing. I'll leave you to it.,Stop by anytime...,,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: Nothing. I'll leave you to it.,You have a good one...,,,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I was wondering if we could get to know each other better.,Oh really? Go on...,Player Default: I wouldn't mind hearing another song.,player is flirting with you / Flirting,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I was wondering if we could get to know each other better.,And then what?,Player Default: I wouldn't mind hearing another song.,player is flirting with you / Flirting,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I was wondering if we could get to know each other better.,"*pleasant sigh* I knew you were something special, all right. Let me get my coat...",Player Default: I wouldn't mind hearing another song.,"player is flirting with you, you agree to a date / Flirting",MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I was wondering if we could get to know each other better.,Let me get my coat...,,"player is flirting with you, you agree to a date / Flirting",MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I was wondering if we could get to know each other better.,"*chuckle* Tempting, but, unfortunately, I'm married to the stage.",,"player is flirting with corny lines, you're turning him down / Apologetic",MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: I was wondering if we could get to know each other better.,I... don't think that would be a good idea. Something else I can help you with?,Player Default: I wouldn't mind hearing another song.,player asks for another date or has an obvious girlfriend with him / Apologetic,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: What's your story? How'd you end up singing here?,"Oh, I flew into town like any songbird does, on a heavy wind and a wounded wing...",,"mysterious, nostalgic, player asks about your history / Friendly",MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,"This place had a stage. I needed to sing, and Whitechapel Charlie needed customers, so here we are.",,nostalgic / Friendly,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,Was there anything else?,Player Default: I wouldn't mind hearing another song.,Question,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,"Player Default: Whitechapel Charlie's been here a long time, I take it?","Oh, I flew into town like any songbird does, on a heavy wind and a wounded wing...",,"mysterious, nostalgic / Friendly",MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,"This place had a stage. I needed to sing, and Charlie - rest his robot bones - needed customers, so here we are.",,"nostalgic, alternate line if Charlie is dead / Depressed",MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,Was there anything else?,Player Default: I wouldn't mind hearing another song.,Question,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,Player Default: Come on. Tell me the whole story. Who were you before all this?,"He never talks too much about his past. *chuckle* Neither do I, really. I guess that's why we get along.",,"player asks about your relationship with Whitechapel Charlie, the robot bartender / Thinking",MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,"You should get to know him, though. Order a drink first. He always wants to talk business after someone's had a few.",,Friendly,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,Was that all? Need anything else?,Player Default: I wouldn't mind hearing another song.,Question,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,You really want to know? It's all in the songs. Everything I am.,,player insists on learning your secret past / Friendly,MagnoliaGreetScene02
Scene,SceneDialogue,Custom,,,"Now, can I help you with anything else?",Player Default: I wouldn't mind hearing another song.,,MagnoliaGreetScene02
Miscellaneous,Miscellaneous,Greeting,,,"Hmm? What's the matter, handsome? Don't tell me you didn't like the song?",Player Default: I loved the song. It was perfect.,"being approached at the bar while you're on break, but gracious and a little flirty",MagnoliaGreetScene
Miscellaneous,Miscellaneous,Greeting,,,"Hmm? What's the matter, sweetheart? Don't tell me you didn't like the song?",Player Default: I loved the song. It was perfect.,"being approached at the bar while you're on brak, but gracious and a little flirty",MagnoliaGreetScene
Miscellaneous,Miscellaneous,Greeting,,,"Why, hello. Did you like the song?",Player Default: I loved the song. It was perfect.,"being approached at the bar while you're on brak, but gracious and a little flirty / Flirting",MagnoliaGreetScene
Miscellaneous,Miscellaneous,Greeting,,,"Something I can do for you, handsome?",Player Default: I wouldn't mind hearing another song.,"sexy, kind, mysterious / Flirting",MagnoliaGreetScene02
Miscellaneous,Miscellaneous,Greeting,,,"Something I can do for you, gorgeous?",Player Default: I wouldn't mind hearing another song.,"sexy, kind, mysterious / Flirting",MagnoliaGreetScene02
Miscellaneous,Miscellaneous,Greeting,,,Looking for me? What can I do for you?,Player Default: I wouldn't mind hearing another song.,"sexy, kind, mysterious",MagnoliaGreetScene02
Miscellaneous,Miscellaneous,Greeting,,,Hello again. Something I can do for you?,Player Default: I wouldn't mind hearing another song.,"sexy, kind, mysterious / Friendly",MagnoliaGreetScene02
Miscellaneous,Miscellaneous,Greeting,,,You again. It's my lucky day. What do you need?,Player Default: I wouldn't mind hearing another song.,"sexy, kind, mysterious / Flirting",MagnoliaGreetScene02
Miscellaneous,Miscellaneous,Greeting,,,I'll see you around Goodneighbor.,,heading back home after a date with the player / Apologetic,
Miscellaneous,Miscellaneous,Greeting,,,I have to head back.,,heading back home after a date with the player / Apologetic,
Miscellaneous,Miscellaneous,Greeting,,,Sorry. I have to go. You take care.,,heading back home after a date with the player / Apologetic,
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,Blow out your voice?,,,
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,Don't know what to say? Try humming it.,,,
Miscellaneous,Miscellaneous,WaitingForPlayerInput,,,Take your time. I'll just be writing a song in my head...,,,
Scene,SceneDialogue,Custom,,,That's right Goodneighbor. I'm the one you're looking for. *chuckle* We'll be right back after a short break.,"WhitechapelCharlie: Beautiful as always, Mags...","just finished singing ""I'm the One You're Looking For"", wrapping up / Flirting",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,,It's just you. And you. And you. *chuckle* We'll be right back.,"WhitechapelCharlie: Beautiful as always, Mags...","just finished singing ""Baby It's Just You"", wrapping up / Flirting",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,,"It's always a good time in Goodneighbor, isn't it? Hope you're having one.","WhitechapelCharlie: Beautiful as always, Mags...","just finished singing ""Goodneighbor"", wrapping up / Flirting",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,,That one was for a special member of the audience. You know who you are...,"WhitechapelCharlie: Beautiful as always, Mags...","just finished singing ""Man Enough"", wrapping up, we never know who the special member of the audience is, bit of mystery / Flirting",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,,Thank you! A little bit of a faster tempo to keep you smiling. I'll be right back.,"WhitechapelCharlie: Beautiful as always, Mags...","just finished singing ""Train Train"", wrapping up / Flirting",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,,Thank you! I'll be right back after a short break...,"WhitechapelCharlie: Beautiful as always, Mags...","just finished a song, taking a break / Friendly",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,,I'll be right back. Don't any of you go anywhere now...,"WhitechapelCharlie: Beautiful as always, Mags...","just finished a song, talking to the audience, taking a break / Flirting",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,,Thank you! I'm going to take a bit of a break. Don't worry. I'll be back for you soon.,"WhitechapelCharlie: Beautiful as always, Mags...","just finished a song, talking to the audience, taking a break / Flirting",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,"WhitechapelCharlie: Beautiful as always, Mags...","Thanks, Charlie. Can I get some water?",WhitechapelCharlie: No need to even ask. I always set aside a stash of the good stuff just for you.,"talking to Charlie, the robot bartender / Friendly",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,WhitechapelCharlie: No need to even ask. I always set aside a stash of the good stuff just for you.,"You're such a sweetheart, Charlie. Thank you.",,"talking to Charlie, the robot bartender / Friendly",MagnoliaSongEnds
Scene,SceneDialogue,Custom,,MagnoliaMuffledReverb:,*music plays*,,DO NOT RECORD,MagnoliaSong4
Scene,SceneDialogue,Custom,,MagnoliaMuffledReverb:,*music plays*,,DO NOT RECORD,MagnoliaSong5
Scene,SceneDialogue,Custom,,MagnoliaMuffledReverb:,*music plays*,,DO NOT RECORD,MagnoliaSong3
Scene,SceneDialogue,Custom,,MagnoliaMuffledReverb:,*music plays*,,DO NOT RECORD,MagnoliaSong2
Scene,SceneDialogue,Custom,,MagnoliaMuffledReverb:,*music plays*,,DO NOT RECORD,MagnoliaSong1
